Borough,LEGGI_Year,Sector,Fuel,Data_Year,KtCO2e
Hackney,2017,Transport,Railways diesel,2014,0.80586056
Hammersmith and Fulham,2017,Transport,Railways diesel,2014,2.680393663
Haringey,2017,Transport,Railways diesel,2014,2.299504666
Harrow,2017,Transport,Railways diesel,2014,3.463104549
Havering,2017,Transport,Railways diesel,2014,1.929573461
Hillingdon,2017,Transport,Railways diesel,2014,10.67206985
Hounslow,2017,Transport,Railways diesel,2014,0.364679405
Islington,2017,Transport,Railways diesel,2014,1.691562337
Kensington and Chelsea,2017,Transport,Railways diesel,2014,2.011200156
Kingston,2017,Transport,Railways diesel,2014,0.535219709
Lambeth,2017,Transport,Railways diesel,2014,0.891132771
Lewisham,2017,Transport,Railways diesel,2014,1.308422325
Merton,2017,Transport,Railways diesel,2014,0.691183917
Newham,2017,Transport,Railways diesel,2014,2.301239612
Redbridge,2017,Transport,Railways diesel,2014,0.683450143
Richmond,2017,Transport,Railways diesel,2014,0.127055302
Southwark,2017,Transport,Railways diesel,2014,0.659025692
Sutton,2017,Transport,Railways diesel,2014,0
Tower Hamlets,2017,Transport,Railways diesel,2014,0.001783349
Waltham Forest,2017,Transport,Railways diesel,2014,1.952483558
Wandsworth,2017,Transport,Railways diesel,2014,1.35320786
Westminster,2017,Transport,Railways diesel,2014,2.763730821
Unapportioned,2017,Transport,Railways diesel,2014,-
London,2017,Transport,Railways diesel,2014,78.01008476
Barking and Dagenham,2017,Transport,Railways electric,2017,12.50040545
Barnet,2017,Transport,Railways electric,2017,22.37811153
Bexley,2017,Transport,Railways electric,2017,5.741182376
Brent,2017,Transport,Railways electric,2017,27.79629618
Bromley,2017,Transport,Railways electric,2017,13.68329258
Camden,2017,Transport,Railways electric,2017,29.5695948
City of London,2017,Transport,Railways electric,2017,12.77510462
Croydon,2017,Transport,Railways electric,2017,16.89008683
Ealing,2017,Transport,Railways electric,2017,17.30031275
Enfield,2017,Transport,Railways electric,2017,12.03870679
Greenwich,2017,Transport,Railways electric,2017,8.936615424
Hackney,2017,Transport,Railways electric,2017,6.687937931
Hammersmith and Fulham,2017,Transport,Railways electric,2017,12.91079432
Haringey,2017,Transport,Railways electric,2017,17.1453345
Harrow,2017,Transport,Railways electric,2017,12.7939759
Havering,2017,Transport,Railways electric,2017,12.70065151
Hillingdon,2017,Transport,Railways electric,2017,14.78629178
Hounslow,2017,Transport,Railways electric,2017,11.98796996
Islington,2017,Transport,Railways electric,2017,15.43263551
Kensington and Chelsea,2017,Transport,Railways electric,2017,16.19246443
Kingston,2017,Transport,Railways electric,2017,4.789151134
Lambeth,2017,Transport,Railways electric,2017,30.99619598
Lewisham,2017,Transport,Railways electric,2017,13.79991791
Merton,2017,Transport,Railways electric,2017,14.80324801
Newham,2017,Transport,Railways electric,2017,28.85980346
Redbridge,2017,Transport,Railways electric,2017,12.51220411
Richmond,2017,Transport,Railways electric,2017,6.24259659
Southwark,2017,Transport,Railways electric,2017,19.08022068
Sutton,2017,Transport,Railways electric,2017,2.840687147
Tower Hamlets,2017,Transport,Railways electric,2017,27.1114317
Waltham Forest,2017,Transport,Railways electric,2017,8.797334059
Wandsworth,2017,Transport,Railways electric,2017,26.87094137
Westminster,2017,Transport,Railways electric,2017,43.60105657
Unapportioned,2017,Transport,Railways electric,2017,38.82972981
London,2017,Transport,Railways electric,2017,579.3822837
Barking and Dagenham,2017,Transport,Road Transport,2017,149.6565407
Barnet,2017,Transport,Road Transport,2017,391.4477632
Bexley,2017,Transport,Road Transport,2017,190.7408223
Brent,2017,Transport,Road Transport,2017,215.0113134
Bromley,2017,Transport,Road Transport,2017,259.1814371
Camden,2017,Transport,Road Transport,2017,156.3136354
City of London,2017,Transport,Road Transport,2017,54.89819447
Croydon,2017,Transport,Road Transport,2017,229.3596974
Ealing,2017,Transport,Road Transport,2017,278.3020692
Enfield,2017,Transport,Road Transport,2017,356.8182764
Greenwich,2017,Transport,Road Transport,2017,213.0594698
Hackney,2017,Transport,Road Transport,2017,130.2371552
Hammersmith and Fulham,2017,Transport,Road Transport,2017,112.4473398
Haringey,2017,Transport,Road Transport,2017,122.7738988
Harrow,2017,Transport,Road Transport,2017,131.5716757
Havering,2017,Transport,Road Transport,2017,335.8323898
Hillingdon,2017,Transport,Road Transport,2017,395.3416808
Hounslow,2017,Transport,Road Transport,2017,273.1251049
Islington,2017,Transport,Road Transport,2017,82.78877577
Kensington and Chelsea,2017,Transport,Road Transport,2017,98.96259772
Kingston,2017,Transport,Road Transport,2017,161.5103463
Lambeth,2017,Transport,Road Transport,2017,162.9228071
Lewisham,2017,Transport,Road Transport,2017,140.3995585
Merton,2017,Transport,Road Transport,2017,126.5130156
Newham,2017,Transport,Road Transport,2017,174.5278185
Redbridge,2017,Transport,Road Transport,2017,239.1140225
Richmond,2017,Transport,Road Transport,2017,151.3064036
Southwark,2017,Transport,Road Transport,2017,142.3853052
Sutton,2017,Transport,Road Transport,2017,102.3819425
Tower Hamlets,2017,Transport,Road Transport,2017,138.8002988
Waltham Forest,2017,Transport,Road Transport,2017,154.6570971
Wandsworth,2017,Transport,Road Transport,2017,144.9062065
Westminster,2017,Transport,Road Transport,2017,238.1613564
Unapportioned,2017,Transport,Road Transport,2017,-
London,2017,Transport,Road Transport,2017,6255.456017
Barking and Dagenham,2017,Transport,Total,N/A,168.4253001
Barnet,2017,Transport,Total,N/A,419.0848507
Bexley,2017,Transport,Total,N/A,207.6200312
Brent,2017,Transport,Total,N/A,251.4319182
Bromley,2017,Transport,Total,N/A,274.9850475
Camden,2017,Transport,Total,N/A,192.394187
City of London,2017,Transport,Total,N/A,74.50357618
Croydon,2017,Transport,Total,N/A,247.7960089
Ealing,2017,Transport,Total,N/A,309.1816265
Enfield,2017,Transport,Total,N/A,369.7393426
Greenwich,2017,Transport,Total,N/A,232.8166279
Hackney,2017,Transport,Total,N/A,137.8429577
Hammersmith and Fulham,2017,Transport,Total,N/A,143.6265191
Haringey,2017,Transport,Total,N/A,142.218738
Harrow,2017,Transport,Total,N/A,148.0680702
Havering,2017,Transport,Total,N/A,354.405827
Hillingdon,2017,Transport,Total,N/A,1157.984394
Hounslow,2017,Transport,Total,N/A,400.1022815
Islington,2017,Transport,Total,N/A,99.91297362
Kensington and Chelsea,2017,Transport,Total,N/A,119.1078004
Kingston,2017,Transport,Total,N/A,166.8347171
Lambeth,2017,Transport,Total,N/A,194.8307346
Lewisham,2017,Transport,Total,N/A,156.2139397
Merton,2017,Transport,Total,N/A,142.0074475
Newham,2017,Transport,Total,N/A,248.3040667
Redbridge,2017,Transport,Total,N/A,253.1237735
Richmond,2017,Transport,Total,N/A,203.7563374
Southwark,2017,Transport,Total,N/A,168.1861858
Sutton,2017,Transport,Total,N/A,105.2668111
Tower Hamlets,2017,Transport,Total,N/A,188.8010758
Waltham Forest,2017,Transport,Total,N/A,165.9711086
Wandsworth,2017,Transport,Total,N/A,187.1586142
Westminster,2017,Transport,Total,N/A,288.7533547
Unapportioned,2017,Transport,Total,N/A,38.82972981
London,2017,Transport,Total,N/A,7959.285975
Barking and Dagenham,2017,Total,Total,N/A,561.3771768
Barnet,2017,Total,Total,N/A,1250.835756
Bexley,2017,Total,Total,N/A,831.6900351
Brent,2017,Total,Total,N/A,970.3545448
Bromley,2017,Total,Total,N/A,1021.413252
Camden,2017,Total,Total,N/A,1100.088512
City of London,2017,Total,Total,N/A,806.5705509
Croydon,2017,Total,Total,N/A,1071.059172
Ealing,2017,Total,Total,N/A,1161.306291
Enfield,2017,Total,Total,N/A,1069.24063
Greenwich,2017,Total,Total,N/A,784.8500227
Hackney,2017,Total,Total,N/A,647.9936703
Hammersmith and Fulham,2017,Total,Total,N/A,683.6279933
Haringey,2017,Total,Total,N/A,657.9588008
Harrow,2017,Total,Total,N/A,623.2186004
Havering,2017,Total,Total,N/A,890.4630311
Hillingdon,2017,Total,Total,N/A,2097.508945
Hounslow,2017,Total,Total,N/A,1102.648693
Islington,2017,Total,Total,N/A,705.5517697
Kensington and Chelsea,2017,Total,Total,N/A,807.3902477
Kingston,2017,Total,Total,N/A,562.3909185
Lambeth,2017,Total,Total,N/A,880.6860766
Lewisham,2017,Total,Total,N/A,668.0224894
Merton,2017,Total,Total,N/A,621.6024612
Newham,2017,Total,Total,N/A,1039.461874
Redbridge,2017,Total,Total,N/A,764.8717545
Richmond,2017,Total,Total,N/A,678.150349
Southwark,2017,Total,Total,N/A,1012.50964
Sutton,2017,Total,Total,N/A,555.8428682
Tower Hamlets,2017,Total,Total,N/A,1185.760861
Waltham Forest,2017,Total,Total,N/A,648.0099031
Wandsworth,2017,Total,Total,N/A,859.8280765
Westminster,2017,Total,Total,N/A,1984.283036
Unapportioned,2017,Total,Total,N/A,13.79575057
London,2017,Total,Total,N/A,30320.36376
Barking and Dagenham,2016,Domestic,Electricity,2016,82.08918024
Barnet,2016,Domestic,Electricity,2016,191.5801075
Bexley,2016,Domestic,Electricity,2016,116.5314236
Brent,2016,Domestic,Electricity,2016,131.8086633
Bromley,2016,Domestic,Electricity,2016,170.3604755
Camden,2016,Domestic,Electricity,2016,107.6615273
City of London,2016,Domestic,Electricity,2016,8.210759731
Croydon,2016,Domestic,Electricity,2016,181.7146067
Ealing,2016,Domestic,Electricity,2016,145.9909336
Enfield,2016,Domestic,Electricity,2016,152.0634787
Greenwich,2016,Domestic,Electricity,2016,115.1304091
Hackney,2016,Domestic,Electricity,2016,106.147438
Hammersmith and Fulham,2016,Domestic,Electricity,2016,87.66264217
Haringey,2016,Domestic,Electricity,2016,112.071397
Harrow,2016,Domestic,Electricity,2016,109.000296
Havering,2016,Domestic,Electricity,2016,125.4234188
Hillingdon,2016,Domestic,Electricity,2016,132.2431948
Hounslow,2016,Domestic,Electricity,2016,118.0408184
Islington,2016,Domestic,Electricity,2016,97.92871032
Kensington and Chelsea,2016,Domestic,Electricity,2016,114.1397322
Kingston,2016,Domestic,Electricity,2016,81.65600219
Lambeth,2016,Domestic,Electricity,2016,135.7112524
Lewisham,2016,Domestic,Electricity,2016,127.664608
Merton,2016,Domestic,Electricity,2016,97.28003036
Newham,2016,Domestic,Electricity,2016,116.3807622
Redbridge,2016,Domestic,Electricity,2016,123.2810554
Richmond,2016,Domestic,Electricity,2016,104.9091574
Southwark,2016,Domestic,Electricity,2016,137.2381743
Sutton,2016,Domestic,Electricity,2016,100.2022156
Tower Hamlets,2016,Domestic,Electricity,2016,127.1510596
Waltham Forest,2016,Domestic,Electricity,2016,107.8781843
Wandsworth,2016,Domestic,Electricity,2016,153.4154767
Westminster,2016,Domestic,Electricity,2016,150.0687256
Unapportioned,2016,Domestic,Electricity,2016,-
London,2016,Domestic,Electricity,2016,3968.635917
Barking and Dagenham,2016,Domestic,Gas,2016,135.7426749
Barnet,2016,Domestic,Gas,2016,397.8717253
Bexley,2016,Domestic,Gas,2016,224.7924343
Brent,2016,Domestic,Gas,2016,280.1226817
Bromley,2016,Domestic,Gas,2016,370.9206774
Camden,2016,Domestic,Gas,2016,174.1833825
City of London,2016,Domestic,Gas,2016,5.496132343
Croydon,2016,Domestic,Gas,2016,371.3681064
Ealing,2016,Domestic,Gas,2016,303.9357102
Enfield,2016,Domestic,Gas,2016,283.1049045
Greenwich,2016,Domestic,Gas,2016,205.6522053
Hackney,2016,Domestic,Gas,2016,177.9879506
Hammersmith and Fulham,2016,Domestic,Gas,2016,160.9434177
Haringey,2016,Domestic,Gas,2016,230.8702941
Harrow,2016,Domestic,Gas,2016,259.5406773
Havering,2016,Domestic,Gas,2016,244.6484906
Hillingdon,2016,Domestic,Gas,2016,262.4831385
Hounslow,2016,Domestic,Gas,2016,213.0972021
Islington,2016,Domestic,Gas,2016,164.7986108
Kensington and Chelsea,2016,Domestic,Gas,2016,159.5443087
Kingston,2016,Domestic,Gas,2016,162.4728024
Lambeth,2016,Domestic,Gas,2016,252.0196106
Lewisham,2016,Domestic,Gas,2016,241.7484587
Merton,2016,Domestic,Gas,2016,194.2558631
Newham,2016,Domestic,Gas,2016,198.5112922
Redbridge,2016,Domestic,Gas,2016,262.8330109
Richmond,2016,Domestic,Gas,2016,217.5849402
Southwark,2016,Domestic,Gas,2016,188.9807342
Sutton,2016,Domestic,Gas,2016,189.7022994
Tower Hamlets,2016,Domestic,Gas,2016,128.4012817
Waltham Forest,2016,Domestic,Gas,2016,219.3457992
Wandsworth,2016,Domestic,Gas,2016,276.2439149
Westminster,2016,Domestic,Gas,2016,176.112518
Unapportioned,2016,Domestic,Gas,2016,-
London,2016,Domestic,Gas,2016,7335.317251
Barking and Dagenham,2016,Domestic,Coal,2016,1.638055575
Barnet,2016,Domestic,Coal,2016,1.563673217
Bexley,2016,Domestic,Coal,2016,1.921701436
Brent,2016,Domestic,Coal,2016,1.127960938
Bromley,2016,Domestic,Coal,2016,2.0841736
Camden,2016,Domestic,Coal,2016,0.382820118
City of London,2016,Domestic,Coal,2016,0.001457793
Croydon,2016,Domestic,Coal,2016,2.607169121
Ealing,2016,Domestic,Coal,2016,1.771311518
Enfield,2016,Domestic,Coal,2016,2.119131271
Greenwich,2016,Domestic,Coal,2016,1.581802629
Hackney,2016,Domestic,Coal,2016,0.620802584
Hammersmith and Fulham,2016,Domestic,Coal,2016,0.603865192
Haringey,2016,Domestic,Coal,2016,1.210269067
Harrow,2016,Domestic,Coal,2016,1.17763744
Havering,2016,Domestic,Coal,2016,1.98724777
Hillingdon,2016,Domestic,Coal,2016,1.646042577
Hounslow,2016,Domestic,Coal,2016,1.382043438
Islington,2016,Domestic,Coal,2016,0.447378221
Kensington and Chelsea,2016,Domestic,Coal,2016,0.364770101
Kingston,2016,Domestic,Coal,2016,0.955270438
Lambeth,2016,Domestic,Coal,2016,1.091101081
Lewisham,2016,Domestic,Coal,2016,1.705042805
Merton,2016,Domestic,Coal,2016,1.568439463
Newham,2016,Domestic,Coal,2016,1.758838227
Redbridge,2016,Domestic,Coal,2016,1.703434359
Richmond,2016,Domestic,Coal,2016,1.197530929
Southwark,2016,Domestic,Coal,2016,0.861968796
Sutton,2016,Domestic,Coal,2016,1.366411047
Tower Hamlets,2016,Domestic,Coal,2016,0.42511069
Waltham Forest,2016,Domestic,Coal,2016,1.846301783
Wandsworth,2016,Domestic,Coal,2016,1.324196338
Westminster,2016,Domestic,Coal,2016,0.387110577
Unapportioned,2016,Domestic,Coal,2016,-
London,2016,Domestic,Coal,2016,42.43007014
Barking and Dagenham,2016,Domestic,Oil,2016,0.703744705
Barnet,2016,Domestic,Oil,2016,2.354584598
Bexley,2016,Domestic,Oil,2016,1.643477292
Brent,2016,Domestic,Oil,2016,1.408732423
Bromley,2016,Domestic,Oil,2016,3.781861316
Camden,2016,Domestic,Oil,2016,2.667381698
City of London,2016,Domestic,Oil,2016,0.096827505
Croydon,2016,Domestic,Oil,2016,2.411991737
Ealing,2016,Domestic,Oil,2016,1.777329235
Enfield,2016,Domestic,Oil,2016,1.720803791
Greenwich,2016,Domestic,Oil,2016,1.289544867
Hackney,2016,Domestic,Oil,2016,0.85547181
Hammersmith and Fulham,2016,Domestic,Oil,2016,1.033999518
Haringey,2016,Domestic,Oil,2016,0.860867483
Harrow,2016,Domestic,Oil,2016,1.477806014
Havering,2016,Domestic,Oil,2016,2.086321753
Hillingdon,2016,Domestic,Oil,2016,2.511210432
Hounslow,2016,Domestic,Oil,2016,1.94996634
Islington,2016,Domestic,Oil,2016,0.896451546
Kensington and Chelsea,2016,Domestic,Oil,2016,2.286550315
Kingston,2016,Domestic,Oil,2016,0.923714103
Lambeth,2016,Domestic,Oil,2016,1.699587691
Lewisham,2016,Domestic,Oil,2016,1.124606911
Merton,2016,Domestic,Oil,2016,1.211249614
Newham,2016,Domestic,Oil,2016,0.520414334
Redbridge,2016,Domestic,Oil,2016,1.310037816
Richmond,2016,Domestic,Oil,2016,1.775702935
Southwark,2016,Domestic,Oil,2016,2.344579848
Sutton,2016,Domestic,Oil,2016,1.402713668
Tower Hamlets,2016,Domestic,Oil,2016,1.28139129
Waltham Forest,2016,Domestic,Oil,2016,0.816422
Wandsworth,2016,Domestic,Oil,2016,1.571271955
Westminster,2016,Domestic,Oil,2016,3.339137295
Unapportioned,2016,Domestic,Oil,2016,-
London,2016,Domestic,Oil,2016,53.13575384
Barking and Dagenham,2016,Domestic,Total,N/A,220.1736554
Barnet,2016,Domestic,Total,N/A,593.3700907
Bexley,2016,Domestic,Total,N/A,344.8890366
Brent,2016,Domestic,Total,N/A,414.4680383
Bromley,2016,Domestic,Total,N/A,547.1471878
Camden,2016,Domestic,Total,N/A,284.8951117
City of London,2016,Domestic,Total,N/A,13.80517737
Croydon,2016,Domestic,Total,N/A,558.101874
Ealing,2016,Domestic,Total,N/A,453.4752846
Enfield,2016,Domestic,Total,N/A,439.0083183
Greenwich,2016,Domestic,Total,N/A,323.6539618
Hackney,2016,Domestic,Total,N/A,285.611663
Hammersmith and Fulham,2016,Domestic,Total,N/A,250.2439246
Haringey,2016,Domestic,Total,N/A,345.0128276
Harrow,2016,Domestic,Total,N/A,371.1964167
Havering,2016,Domestic,Total,N/A,374.1454789
Hillingdon,2016,Domestic,Total,N/A,398.8835863
Hounslow,2016,Domestic,Total,N/A,334.4700303
Islington,2016,Domestic,Total,N/A,264.0711508
Kensington and Chelsea,2016,Domestic,Total,N/A,276.3353613
Kingston,2016,Domestic,Total,N/A,246.0077891
Lambeth,2016,Domestic,Total,N/A,390.5215517
Lewisham,2016,Domestic,Total,N/A,372.2427165
Merton,2016,Domestic,Total,N/A,294.3155825
Newham,2016,Domestic,Total,N/A,317.171307
Redbridge,2016,Domestic,Total,N/A,389.1275384
Richmond,2016,Domestic,Total,N/A,325.4673315
Southwark,2016,Domestic,Total,N/A,329.4254571
Sutton,2016,Domestic,Total,N/A,292.6736397
Tower Hamlets,2016,Domestic,Total,N/A,257.2588432
Waltham Forest,2016,Domestic,Total,N/A,329.8867072
Wandsworth,2016,Domestic,Total,N/A,432.5548598
Westminster,2016,Domestic,Total,N/A,329.9074915
Unapportioned,2016,Domestic,Total,N/A,-
London,2016,Domestic,Total,N/A,11399.51899
Barking and Dagenham,2016,Industrial and Commercial,Electricity w/o rail,2016,113.167804
Barnet,2016,Industrial and Commercial,Electricity w/o rail,2016,151.0108074
Bexley,2016,Industrial and Commercial,Electricity w/o rail,2016,117.8066818
Brent,2016,Industrial and Commercial,Electricity w/o rail,2016,191.6744443
Bromley,2016,Industrial and Commercial,Electricity w/o rail,2016,126.6762055
Camden,2016,Industrial and Commercial,Electricity w/o rail,2016,404.1666068
City of London,2016,Industrial and Commercial,Electricity w/o rail,2016,660.3303471
Croydon,2016,Industrial and Commercial,Electricity w/o rail,2016,183.0600033
