SiteName,Grade,DataVersion,ReleaseDt,Copyright
Lower Feltham Brook,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Raleigh Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Cains Lane,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Thorncliffe Rough,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Feltham Railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bedfont Pits,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
London Diocesan Lands,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lower Colne,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wall Garden Farm Sand Heaps,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lower Feltham Rough,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Stanmore & Little Commons,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pear Wood and Stanmore Country Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Clay Lane,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Edwarebury Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Edgwarebury Brook,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Central Line and Castle Bar branch railsides,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Old Redding Complex,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Islip Manor Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hayes By-pass Roughs,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Yeading Brook, Minet Country Park and Hitherbroom Park",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lake Farm Country Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Havelock Cemetery,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Kewferry Roughs,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
West Ruislip Golf Course and Old Priory Meadows,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Down Way Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Haydon Hall Meadows,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Uxbridge Ponds,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Newyears Green,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Shepherd's Hill Woods and Fields,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sixty Acre Wood and Jubilee Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bushy Park and Home Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bonesgate Stream,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Green Lane,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Winey Hill,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Northolt/Greenford Countryside Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Perivale Wood Local Nature Reserve,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Horsenden Hill,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Gunnersbury Triangle,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The West London Academy Nature Area,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lime Trees Golf Course and Lime Trees Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Duke's Hollow,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hounslow Heath,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bedfont Lakes Country Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Feltham Marshalling Yards,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Duke of Northumberland's River at Bedfont,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mayfield Farm and the Water Treatment Works,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Roxbourne Rough Nature Reserve,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bentley Priory Open Space,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Stanmore Golf Course and Montrose Walk,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Woodridings Brook,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Grim's Ditch and Pinner Green,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pinnerwood Park and Ponds,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Yeading Brook,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Pinn at West Harrow,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Grail Centre,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pinner Memorial Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Paine's Lane Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Oxhey Lane Fields and Railway Cuttings,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Ruislip Woods and Poor's Field,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Potter Street Hill North Pasture,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Carp Ponds and Broads Dock,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Old Park Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Coppermill Down,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The West London Shooting Grounds and Down Manor,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Branch Hill,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hampstead Cemetery,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hampstead Parish Churchyard,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Gordon Square,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Calthorpe Community Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Andrew's Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Coram's Fields,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Holly Lodge Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Greville Place Nature Reserve,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St George's Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Russell Square,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Frognal Lane Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Highgate Cemetery,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Broadhurst Gardens Meadow,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Frognal Court Wood,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Gondar Gardens Covered Reservoir,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"West Hampstead Railsides, Medley Orchard and Westbere Copse Local Nature Reserve",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
160 Mill Lane Community Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
King's College Hampstead Campus,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hampstead Heath,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Kilburn Grange Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Green Triangle,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Kentish Town City Farm, Gospel Oak Railsides and Mark Fitzpatrick Nature Reserve",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Belsize Wood Local Nature Reserve & Russell Nurseries Woodland Walk,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Chalk Farm Embankment and Adelaide Local Nature Reserve,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
North London Line at York Way,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rochester Terrace Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Primrose Hill,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Regent's Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Pancras Gardens,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Camley Street Natural Park,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Phoenix Garden,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lincoln's Inn Fields,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Fitzroy Park Allotments,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
St Martin's Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hampstead Green,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
A2 Rochester Way East Embankment,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rutland Shaw,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Rectory Lane Pond,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Normans' Wood and Tile Kiln Lane,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Franks Park, Belvedere",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Warren,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Belmont Primary School Nature Area,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sidcup Place and Green,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Queen Mary's Hospital Grounds,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Home Wood and Bunkers Hill Ponds,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sands Spinney,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Mount Mascal Farm and the Grove,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Upper College Farm,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Churchfield Wood, Meadows and St Mary's Church",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bexleyheath Golf Course,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Erith Quarry and Fraser Road,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hollyhill Open Space,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Streamway, Chapman's Land and Erith Cemetery",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bexleyheath Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bursted Wood Open Space,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hoblands Wood,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Sidcup Golf Course and Lamorbey Lake,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Crossways Lake Nature Reserve and Thameside Walk Scrub,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Crossway Park and Tump 52,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Thamesview Golf Course,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Crossness Sewage Treatment Works Pond,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Belvedere Dykes,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Erith Marshes,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Woodlands Farm, Dryden Road open land and Hillview Cemetery",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
East Wickham Open Space,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Ridgeway,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Southmere Park &YarntonWay/Viridion Way,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Danson Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Land at Larner Road, Erith",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Paulinus Churchyard, Crayford",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Chalk Wood and Joyden's Wood,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St John the Baptist Churchyard, Erith",BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Martens Grove,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lesnes Abbey Woods and Bostall Woods,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Edendale Road, Barnehurst",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Slade Green Recreation Ground,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Hall Place (North) and Shenstone Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Barnehurst Golf Course,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bexley Park Woods,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
River Shuttle,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Wyncham Stream,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Blackfen Woods,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Hollies Open Space,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Abbey Hill Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Crayford Rough,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Braeburn Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Crayford Marshes,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Crayford Landfill and Howbury Grange,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Ruxley Gravel Pits,M,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Our Lady of Angels Cemetery,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Perry Street Farm,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Railsides from Bexleyheath to Slade Green Triangle,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Thames Barrier Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Royal Victoria Gardens,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Mary's Churchyard, Little Ilford",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Newham Way Footpath,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Land between Langdon School and the A406,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Cuckold's Haven Nature Reserve,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Thames Wharf,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bow Creek Ecology Park,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beckton District Park and Newham City Farm,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beckton Alps,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Forest Lane Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Railside Land in Newham,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Manor Park Cemetery,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Woodgrange Park Cemetery,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Plashet Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Central Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
East Ham Nature Reserve,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beckton Meadows South,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Pylon Walk,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Royal Docks,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lyle Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Star Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
East London Cemetery,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"All Saints Churchyard, West Ham",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Beckton Sewage Treatment Works northern settling lagoon,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Bromley-by-Bow War Memorial Wood,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Alders Brook at Ilford Golf Course,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Lady Trower Trust Playing Fields,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
West Ham Park,L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Cheam Park,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Perrett's Field and Sutton Water Works,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"London Road Edge, North Cheam",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Cuddington Recreation Ground,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Cuddington Cemetery,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Anton Crescent Wetland,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Greenshaw Wood and Rosehill Park East,BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
Belmont Pastures - North and South,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
The Warren Railway Lands,BII,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"St Nicholas Churchyard, Sutton",L,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
"Queen Mary's Wood, Wellfield Plantation and grasslands, Woodmansterne Road woodland and Wellfield So",BI,2,Apr-22,Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government License v3.0
