name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
London,2017/11/15,11.6,9.5,10.5,11.6,9.5,10.5,9.5,93,0.201,100,8.33,rain,0,0,,10.2,234,1024.2,92.7,7.1,41.4,3.5,2,,2017-11-15T07:18:44,2017-11-15T16:10:54,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/16,14,7.6,11,14,6.2,10.9,7.9,81.6,0,0,0,,0,0,,18.5,263.5,1023.5,71.1,16.3,51.1,4.4,3,,2017-11-16T07:20:26,2017-11-16T16:09:34,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/17,10.3,1.6,6.1,10.3,1.6,5.5,1.5,73.7,0.2,100,4.17,rain,0,0,,9.7,297.7,1029.2,34.3,17.8,73.2,6.2,3,,2017-11-17T07:22:08,2017-11-17T16:08:16,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/18,9,4.6,7.1,8.6,1.9,5,4.7,84.7,2.007,100,8.33,rain,0,0,,18,265.3,1023,87,17.3,18.3,1.6,1,,2017-11-18T07:23:49,2017-11-18T16:07:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/19,8,2.2,5.3,8,-0.6,3.7,2.2,81,0.003,100,8.33,rain,0,0,,11.9,276.4,1023.4,42.5,24.1,55.2,4.7,3,,2017-11-19T07:25:30,2017-11-19T16:05:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/20,12.6,6,10.5,12.6,5,9.9,8.6,88.2,1.198,100,8.33,rain,0,0,,24.9,238.4,1015.9,94.6,18,16.7,1.4,1,,2017-11-20T07:27:09,2017-11-20T16:04:39,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/21,14.1,12.1,13,14.1,12.1,13,10,82.1,0.199,100,4.17,rain,0,0,46.4,27.2,235.1,1010,90.3,19.1,25.3,2.3,1,,2017-11-21T07:28:48,2017-11-21T16:03:31,0.04,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/22,15.6,13.6,14.4,15.6,13.6,14.4,9.3,71.2,0,0,0,,0,0,67.1,37.8,209.4,998.1,82.2,20.5,61.3,5.4,3,,2017-11-22T07:30:25,2017-11-22T16:02:26,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/23,15.1,8.6,11.3,15.1,6.2,10.6,5.8,69.3,2.603,100,12.5,rain,0,0,71.1,40.9,236.8,997.6,58.4,23.5,64.4,5.6,3,,2017-11-23T07:32:02,2017-11-23T16:01:24,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/24,8.5,2.3,6.5,8.5,2.3,6,2.4,76,0,0,0,,0,0,,7.1,281.5,1010.6,48.3,23.9,38.9,3.4,2,,2017-11-24T07:33:37,2017-11-24T16:00:25,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/25,7,0.6,3.5,6.6,-1.4,1.2,0.4,80.8,0.001,100,4.17,rain,0,0,,21.8,275.6,1016.4,24.9,24.1,46.7,4,3,,2017-11-25T07:35:11,2017-11-25T15:59:28,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/26,7.6,2.5,4.6,7.6,-1.4,2.6,1.1,78.7,0,0,0,,0,0,,19.8,255.5,1023.9,19.3,28.7,53.5,4.5,3,,2017-11-26T07:36:43,2017-11-26T15:58:34,0.24,Clear,Clear conditions throughout the day.,clear-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/27,10.1,5.8,8.5,10.1,3.2,6.3,5.6,81.9,1.013,100,12.5,rain,0,0,48.2,29.8,254.7,1013.7,68,25.5,26.5,2.2,2,,2017-11-27T07:38:14,2017-11-27T15:57:43,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/28,6.8,2.7,4.9,6.8,-0.3,2.4,1.4,78.8,0.199,100,4.17,rain,0,0,,17.8,297.4,1008.6,46.7,27.3,53.6,4.8,3,,2017-11-28T07:39:44,2017-11-28T15:56:55,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/29,6.5,2.6,4.5,5.6,-1.1,1.4,0.9,77.5,0,0,0,,0,0,40.7,18.9,335.6,1010.5,65.6,29,18.1,1.5,1,,2017-11-29T07:41:12,2017-11-29T15:56:10,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/11/30,4.1,-0.2,2.5,3.6,-4.3,-1.2,-2.4,70.5,0,0,0,,0,0,46.4,24.2,321.3,1012.2,48.9,32.7,50.1,4.3,3,,2017-11-30T07:42:38,2017-11-30T15:55:29,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/1,7,3.1,4.5,5.8,-1.4,1.1,0.9,77.5,0.001,100,4.17,rain,0,0,45.6,22.7,357.2,1020.6,70.6,26.9,35.4,3.2,2,,2017-12-01T07:44:03,2017-12-01T15:54:50,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/2,6.2,3.5,5,5.8,1.2,3.5,2.1,82,0,0,0,,0,0,,10.6,277.8,1027,82.1,13.6,30.9,2.6,2,,2017-12-02T07:45:25,2017-12-02T15:54:14,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/3,10.1,6.6,8.4,10.1,4.3,7.2,7,91,0.601,100,12.5,rain,0,0,,11.9,302,1026.8,94.3,8.5,19.6,1.7,1,,2017-12-03T07:46:46,2017-12-03T15:53:42,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/4,10,3.7,7.6,10,0.9,6.2,4.9,83.5,0,0,0,,0,0,,12,288.8,1033.3,87.3,19.5,26.5,2.3,2,,2017-12-04T07:48:05,2017-12-04T15:53:12,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/5,9,7.6,8.3,8.6,5.7,6.5,4.2,75.5,0.002,100,4.17,rain,0,0,,16.9,254.1,1035.4,100,30.9,21.7,2.1,1,,2017-12-05T07:49:21,2017-12-05T15:52:46,0.53,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/6,11,8.6,9.7,11,5.7,8.6,4.6,70.4,0,0,0,,0,0,46.4,27.4,216.3,1027.5,97.4,29.4,24.4,2.2,1,,2017-12-06T07:50:36,2017-12-06T15:52:24,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/7,11.8,5,9.2,11.8,1.1,7.3,5.9,80.2,1.023,100,12.5,rain,0,0,59.4,30.6,237.1,1010.6,71.1,14.7,14,1.3,1,,2017-12-07T07:51:48,2017-12-07T15:52:04,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/8,5,1.1,3.2,5,-3.6,-0.9,-1.3,72.3,0,0,0,,0,0,48.4,28.4,287.2,1015.6,22.4,35.2,31.3,2.7,2,,2017-12-08T07:52:57,2017-12-08T15:51:48,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/9,3.6,-1,1.5,3.5,-5.5,-1.7,-1.9,78.6,0,0,0,,0.6,0.2,,17.8,260.6,1015.1,27.9,29.2,33.7,3,2,,2017-12-09T07:54:05,2017-12-09T15:51:35,0.71,Partially cloudy,Partly cloudy throughout the day.,snow,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/10,3.1,1.1,1.9,2,-3,-0.9,0.3,89.7,16.98,100,12.5,"rain,snow",0.4,0.7,72.4,19.7,67.1,982.5,93.5,8.5,19.4,1.6,1,,2017-12-10T07:55:09,2017-12-10T15:51:26,0.76,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/11,3.6,-0.2,2.3,2.3,-4.6,-1.7,0.3,86.9,10.591,100,16.67,"rain,snow",0,0.1,46.4,24.9,11.2,985,71.3,15,8.4,0.6,0,,2017-12-11T07:56:11,2017-12-11T15:51:20,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/12,5.5,-1.9,1.4,2.8,-5.3,-1.2,-1.1,83.8,0,0,0,,0,0,,14.2,227.1,1007.2,34.6,16.9,46.9,4,3,,2017-12-12T07:57:11,2017-12-12T15:51:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/13,9.5,4,6.5,7.8,-1.1,3.4,4.8,89,5.006,100,16.67,rain,0,0,59,37.2,247.1,996.7,71.7,16.9,22,1.9,1,,2017-12-13T07:58:07,2017-12-13T15:51:18,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/14,6.5,2.5,4.2,6.3,-1.7,0.4,1,79.7,2.005,100,8.33,rain,0,0,53.6,30,249.8,991.3,21.4,27.8,24.2,2,1,,2017-12-14T07:59:01,2017-12-14T15:51:23,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/15,6.1,2.1,4.2,5.1,-2.3,1,1.6,83.2,1.002,100,4.17,rain,0,0,46.4,24.1,314.5,998.5,55.4,24,22.4,1.9,1,,2017-12-15T07:59:52,2017-12-15T15:51:30,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/16,5.1,-0.2,3.1,4.8,-3.5,0.4,0.6,84,0.997,100,8.33,rain,0,0,,14.7,299.2,1017.7,36.6,23.9,44.5,3.9,2,,2017-12-16T08:00:40,2017-12-16T15:51:42,0.99,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/17,9.1,0.1,4.6,6.9,-1.6,2.6,3.8,94.6,3.202,100,8.33,rain,0,0,,19.5,244,1022.8,75.7,7,11.1,1,1,,2017-12-17T08:01:25,2017-12-17T15:51:56,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/18,9,2,5.5,9,2,4.7,2.3,80.7,0.2,100,8.33,rain,0,0,,10.8,319.8,1029,22.3,13.5,44.7,3.9,2,,2017-12-18T08:02:07,2017-12-18T15:52:14,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/19,7.1,0.1,4.2,6.3,-1.5,2.9,2.9,91.3,0.199,100,4.17,rain,0,0,,12.7,252,1035.1,64.5,8.8,14.9,1.3,1,,2017-12-19T08:02:46,2017-12-19T15:52:35,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/20,10.6,7.1,8.9,10.6,5.6,8,8.4,96.9,0.398,100,4.17,rain,0,0,,14,255.1,1035.2,97.7,4.1,14.7,1.2,1,,2017-12-20T08:03:22,2017-12-20T15:53:00,0.02,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/21,12.1,10,10.9,12.1,10,10.9,9.4,91.1,0.199,100,8.33,rain,0,0,,19,259.9,1035.5,97.1,12,20.1,1.6,1,,2017-12-21T08:03:54,2017-12-21T15:53:28,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/22,12.1,9.5,10.5,12.1,7.9,10.1,8.8,89.2,0.797,100,4.17,rain,0,0,,12.1,258.6,1035.8,95.7,12.8,25.2,2.3,1,,2017-12-22T08:04:24,2017-12-22T15:53:59,0.08,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/23,10.6,8.6,9.5,10.6,6.1,7.8,7.8,88.7,0,0,0,,0,0,,19.9,252.7,1033.7,99.8,15.7,23.3,2,1,,2017-12-23T08:04:50,2017-12-23T15:54:34,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/24,10.6,8.5,9.5,10.6,5.7,8.3,7.3,86.1,0,0,0,,0,0,40.7,25.8,239.9,1024.7,98.1,24,22.3,2,1,,2017-12-24T08:05:12,2017-12-24T15:55:12,0.16,Overcast,Cloudy skies throughout the day.,cloudy,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/25,11,8.6,10.2,11,4.6,9.2,7.6,83.8,0.401,100,8.33,rain,0,0,68,39.7,208.1,1007.8,92.1,14.9,23.2,1.9,1,,2017-12-25T08:05:32,2017-12-25T15:55:53,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/26,7.6,3.6,6,7,-0.3,3,3.6,85,5.19,100,8.33,rain,0,0,50,23.7,209.2,993.8,58.4,22.8,31.9,2.8,2,,2017-12-26T08:05:48,2017-12-26T15:56:37,0.26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/27,8,1.5,4,8,-3,0.3,1.5,84.3,11.041,100,12.5,rain,0,0,62.1,29.7,314,987.6,60.3,22.2,19.3,1.6,1,,2017-12-27T08:06:01,2017-12-27T15:57:24,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/28,5.1,-0.2,1.8,4.8,-3.9,-1.1,-0.9,83.1,0,0,0,,0,0,,15.9,259.7,1003.5,3.8,30.5,46.2,4,2,,2017-12-28T08:06:10,2017-12-28T15:58:14,0.36,Clear,Clear conditions throughout the day.,clear-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/29,9,-0.7,5.1,9,-2.8,2.1,2.2,82.4,8.178,100,8.33,rain,0,0,53.6,32.4,236.1,998.1,62.7,19.7,20.2,1.7,1,,2017-12-29T08:06:16,2017-12-29T15:59:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/30,14.1,5.6,11.2,14.1,3.1,10.6,7.5,78.8,3.608,100,8.33,rain,0,0,66.7,41,245,996.7,82.6,10.4,25.1,2.3,1,,2017-12-30T08:06:18,2017-12-30T16:00:04,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2017/12/31,13.6,7.6,10.9,13.6,3.2,9.8,8.1,82.8,3.028,100,16.67,rain,0,0,64.8,42.3,228,995,77.6,15.7,18.5,1.4,1,,2017-12-31T08:06:18,2017-12-31T16:01:03,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
London,2018/1/1,8.1,6.1,7.1,7.8,2.3,4.2,3.3,76.9,4.409,100,16.67,rain,0,0,53.6,28.9,256.5,999.3,56.8,28.2,24.3,2,0,,2018-01-01T08:06:13,2018-01-01T16:02:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,C2321,03672099999,03781099999,D0125,03772099999,03770099999"
London,2018/1/2,12.5,4.5,7.9,12.5,1.9,6.4,5.5,84.9,3.996,100,4.17,rain,0,0,59.4,33.1,222.1,1005.3,60.6,13.8,6.8,0.5,0,,2018-01-02T08:06:06,2018-01-02T16:03:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,E0393,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
London,2018/1/3,11.8,7.7,9.3,11.8,2.9,6.5,3.3,66.6,5.015,100,8.33,rain,0,0,106.4,44.5,266.5,996.3,63.5,16.8,15.3,1.1,1,,2018-01-03T08:05:55,2018-01-03T16:04:17,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
London,2018/1/4,12.6,6.5,8.5,12.6,3.9,6.5,5.1,80.2,8.18,100,12.5,rain,0,0,92.5,54.3,248.5,994.7,71.3,16.1,24.9,2,1,,2018-01-04T08:05:41,2018-01-04T16:05:26,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,C1663,D5621,D5510,03781099999,03672099999,03772099999,D7856,03770099999"
London,2018/1/5,9.1,3.6,6.6,9.1,2.4,4.4,3.4,80.5,2.003,100,8.33,rain,0,0,59.4,29.1,236.4,994.8,57,24,20.4,1.6,1,,2018-01-05T08:05:23,2018-01-05T16:06:39,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,C1663,D5621,03672099999,03781099999,D0125,03772099999,03770099999"
London,2018/1/6,6.1,2.5,4.3,4.8,-0.5,2,1.8,84.2,0.006,100,8.33,rain,0,0,40.7,21.1,37.2,1009.6,61,14.5,18.6,1.5,1,,2018-01-06T08:05:03,2018-01-06T16:07:54,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,E0393,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
London,2018/1/7,6.1,2.6,3.8,5.1,-1.9,-0.2,-1,71,0,0,0,,0,0,53,28.4,51.6,1024.9,35.1,26.1,23.3,1.9,2,,2018-01-07T08:04:38,2018-01-07T16:09:11,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D0125,03772099999,03770099999"
London,2018/1/8,5.5,3.3,4.7,5.1,-0.8,1.4,1.9,82.6,0,0,0,,0,0,44.6,21.8,80.6,1021.3,99.7,13.8,4.8,0.5,0,,2018-01-08T08:04:11,2018-01-08T16:10:30,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,C1663,D5621,D5510,03672099999,03781099999,03772099999,03770099999"
London,2018/1/9,7.6,4.6,5.7,5.4,1.7,4,4.2,89.7,0,0,0,,0,0,,13,130.4,1007.8,98.7,4.5,8.6,0.7,0,,2018-01-09T08:03:41,2018-01-09T16:11:51,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,D5510,03672099999,03781099999,D4121,03772099999,03770099999"
London,2018/1/10,9.5,5.6,7.7,8.3,4.6,6.2,6,89.3,0.202,100,8.33,rain,0,0,,20.2,235.4,1004.8,65.6,14.8,28.2,2.6,2,,2018-01-10T08:03:07,2018-01-10T16:13:15,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
London,2018/1/11,8,5.6,7.1,7.8,4.8,6,5.6,90.5,0.201,100,4.17,rain,0,0,,12.5,345.6,1017.9,90.1,3.8,8,0.5,0,,2018-01-11T08:02:30,2018-01-11T16:14:40,0.88,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,C1663,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
London,2018/1/12,7.6,5.6,7.1,7.6,2.7,5.9,5,86.9,2.185,100,8.33,rain,0,0,57.6,14.6,143.8,1025.7,94.6,7.3,10.2,0.9,0,,2018-01-12T08:01:50,2018-01-12T16:16:08,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,C1663,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
London,2018/1/13,7.6,5,6.2,7.6,1.9,3.6,2.9,79,0,0,0,,0,0,,18.3,133.2,1020.2,95.6,10.6,16.3,1.4,1,,2018-01-13T08:01:07,2018-01-13T16:17:37,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D0125,03772099999,D7856,03770099999"
London,2018/1/14,6.6,4.6,5.5,6.6,1.9,4,0.9,71.9,0,0,0,,0,0,,13.2,147.4,1018,97.8,11.7,11.5,0.8,1,,2018-01-14T08:00:21,2018-01-14T16:19:08,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,D0125,03772099999,03770099999"
London,2018/1/15,11.1,5.8,8.3,11.1,2.6,5.6,5.8,84.3,5.412,100,12.5,rain,0,0,59.4,34.5,233.2,999.1,68.1,17.7,14,1.2,1,,2018-01-15T07:59:33,2018-01-15T16:20:41,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,D0125,03772099999,03770099999"
London,2018/1/16,7.6,3.5,5.8,7.3,-1.5,1.8,1.2,73,0.004,100,8.33,rain,0,0,57.6,33.8,257.4,995.2,42.8,31.1,28.2,2.6,2,,2018-01-16T07:58:41,2018-01-16T16:22:15,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
London,2018/1/17,7.5,2.6,5.1,7.1,-2.9,0.9,-0.4,67.8,0.001,100,4.17,rain,0,0,59.4,37.2,262.4,1004.5,34.7,24,31,2.6,2,,2018-01-17T07:57:46,2018-01-17T16:23:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999"
London,2018/1/18,12.1,4.5,8,12.1,0.9,5.2,2.6,69.3,0.403,100,8.33,rain,0,0,92.3,59,267.6,1000.2,45.8,27.4,25.1,2.2,1,,2018-01-18T07:56:49,2018-01-18T16:25:28,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
London,2018/1/19,6.6,1.5,4,6.5,-1.3,0.8,0.2,76.9,0,0,0,,0,0,,26,250.4,1009.1,9.9,26.9,31.6,2.8,2,,2018-01-19T07:55:48,2018-01-19T16:27:06,0.03,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
London,2018/1/20,4.6,2.6,3.8,4.5,-0.6,1.7,2.2,89,5.982,100,8.33,rain,0,0,,13.2,63.5,1003.6,88.8,11.1,12.1,1,1,,2018-01-20T07:54:45,2018-01-20T16:28:46,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,D0265,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
London,2018/1/21,10.6,1.5,3.7,10.6,-2.2,1.9,2.8,93.6,10.006,100,8.33,rain,0,0,,18.6,185,1011.7,89.5,7.3,8.6,0.7,0,,2018-01-21T07:53:40,2018-01-21T16:30:27,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,C1663,D5621,03672099999,03781099999,D0125,03772099999,03770099999"
London,2018/1/22,10.5,8,9.3,10.5,5.7,8.2,5.6,78.4,1.995,100,4.17,rain,0,0,,19.9,271.7,1012.2,85.6,21.2,23,1.9,1,,2018-01-22T07:52:32,2018-01-22T16:32:09,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,D0125,03772099999,03770099999"
London,2018/1/23,13.5,8.6,10.9,13.5,6.5,10.2,8.2,83.2,0.202,100,4.17,rain,0,0,46.4,26.6,218,1015.7,93.5,17.3,13.4,1.2,1,,2018-01-23T07:51:21,2018-01-23T16:33:52,0.18,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
